identifier,handle,file_name,url,mtime,size,md5,sha1
aug_chronicle-2022,AUG_Chronicle,aug_chronicle-2022-08-05T08:20:42.554094-04:00.wayback.json,https://archive.org/download/aug_chronicle-2022/aug_chronicle-2022-08-05T08:20:42.554094-04:00.wayback.json,2022-08-05 12:20:58,85765,2187d89fa144546de60b682753c8551f,9f49f405c1118715acd321b6b4705d8c21625b90
aftenposten-2022,Aftenposten,aftenposten-2022-08-05T14:20:26.684438+02:00.wayback.json,https://archive.org/download/aftenposten-2022/aftenposten-2022-08-05T14:20:26.684438+02:00.wayback.json,2022-08-05 12:20:45,47700,43adf0887105f1820dcd650afb091d2d,6e8827bbef0c08098e5b53c55e1e56c553e6368d
aldiadallas-2022,AlDiaDallas,aldiadallas-2022-08-05T07:19:22.704620-05:00.wayback.json,https://archive.org/download/aldiadallas-2022/aldiadallas-2022-08-05T07:19:22.704620-05:00.wayback.json,2022-08-05 12:19:35,40423,8485d7e10892579273b410fbe016bfcd,8dc4ab7acee478c3a7508b0a23836eecd875d377
albany_herald-2022,Albany_Herald,albany_herald-2022-08-05T08:19:38.487145-04:00.wayback.json,https://archive.org/download/albany_herald-2022/albany_herald-2022-08-05T08:19:38.487145-04:00.wayback.json,2022-08-05 12:19:53,299438,f76108bdd34d1117dd17d55066a3c06c,824e0c6e832286fc24e73a6abb019419975df82d
amestribnews-2022,AmesTribNews,amestribnews-2022-08-05T07:19:35.042690-05:00.wayback.json,https://archive.org/download/amestribnews-2022/amestribnews-2022-08-05T07:19:35.042690-05:00.wayback.json,2022-08-05 12:19:54,110352,6a0d88a1db7c54bd90550dff8673ab17,402260565c2ddc0ce6de7891031e0505c0265f6a
annapurna_post-2022,Annapurna_Post,annapurna_post-2022-08-05T18:04:47.331909+05:45.wayback.json,https://archive.org/download/annapurna_post-2022/annapurna_post-2022-08-05T18:04:47.331909+05:45.wayback.json,2022-08-05 12:20:00,27747,e398afc1e41e40b2bdb72de3911fa00c,e2225dc98326d404774280db14d671cd998c3764
appalachia100-2022,Appalachia100,appalachia100-2022-08-05T08:21:08.223738-04:00.wayback.json,https://archive.org/download/appalachia100-2022/appalachia100-2022-08-05T08:21:08.223738-04:00.wayback.json,2022-08-05 12:21:18,29170,88d9d377147e2250d989acfac6f51f45,6e48ba59ab34f49302a36d98e3017b20473fa6d0
arizcir-2022,ArizCIR,arizcir-2022-08-05T05:20:21.260345-07:00.wayback.json,https://archive.org/download/arizcir-2022/arizcir-2022-08-05T05:20:21.260345-07:00.wayback.json,2022-08-05 12:20:31,18197,034434fcddc8bea9489a3fcf696262bc,1e56d06b2d24403a2484d8058db4e365a6d50807
arknewsorg-2022,ArkNewsOrg,arknewsorg-2022-08-05T07:20:38.086394-05:00.wayback.json,https://archive.org/download/arknewsorg-2022/arknewsorg-2022-08-05T07:20:38.086394-05:00.wayback.json,2022-08-05 12:20:53,6189,463d8da902ca2bd3ed0ea58b1e438df1,5ed994fba931fc3caf2549f23fb152a883a0f59b
ashlandornews-2022,AshlandORNews,ashlandornews-2022-08-05T05:20:17.122361-07:00.wayback.json,https://archive.org/download/ashlandornews-2022/ashlandornews-2022-08-05T05:20:17.122361-07:00.wayback.json,2022-08-05 12:20:33,10935,ec3806c74ee6eefcd1ae626e325d5800,50a0aeac05e85e231f1acbb8225253f8dbe3594a
